datetime,value
2022-09-09 00:00:00,73.84
2022-09-10 00:00:00,75.03
2022-09-11 00:00:00,78.86
2022-09-12 00:00:00,78.15
2022-09-13 00:00:00,78.21
2022-09-14 00:00:00,79.84
2022-09-15 00:00:00,77.6
2022-09-16 00:00:00,75.82
2022-09-17 00:00:00,70.97
2022-09-18 00:00:00,70.04
2022-09-19 00:00:00,74.63
2022-09-20 00:00:00,70.01
2022-09-21 00:00:00,75.43
2022-09-22 00:00:00,76.16
2022-09-23 00:00:00,73.42
2022-09-24 00:00:00,72.02
2022-09-25 00:00:00,71.11
2022-09-26 00:00:00,73.78
2022-09-27 00:00:00,73.29
2022-09-28 00:00:00,73.91
2022-09-29 00:00:00,75.48
2022-09-30 00:00:00,73.99
2022-10-01 00:00:00,71.02
2022-10-02 00:00:00,69.84
2022-10-03 00:00:00,74.21
2022-10-04 00:00:00,68.09
2022-10-05 00:00:00,69.72
2022-10-06 00:00:00,69.99
2022-10-07 00:00:00,68.32
2022-10-08 00:00:00,65.86
2022-10-09 00:00:00,64.21
2022-10-10 00:00:00,66.69
2022-10-11 00:00:00,68.38
2022-10-12 00:00:00,69.07
2022-10-13 00:00:00,69.21
2022-10-14 00:00:00,65.42
2022-10-15 00:00:00,60.75
2022-10-16 00:00:00,61.44
2022-10-17 00:00:00,61.76
2022-10-18 00:00:00,59.49
2022-10-19 00:00:00,61.07
2022-10-20 00:00:00,60.3
2022-10-21 00:00:00,60.89
2022-10-22 00:00:00,61.1
2022-10-23 00:00:00,60.96
2022-10-24 00:00:00,62.71
2022-10-25 00:00:00,62.78
2022-10-26 00:00:00,65.11
2022-10-27 00:00:00,65.62
2022-10-28 00:00:00,62.03
2022-10-29 00:00:00,57.47
2022-10-30 00:00:00,60.07
2022-10-31 00:00:00,63.21
2022-11-01 00:00:00,62.64
2022-11-02 00:00:00,63.39
2022-11-03 00:00:00,60.47
2022-11-04 00:00:00,58.37
2022-11-05 00:00:00,59.33
2022-11-06 00:00:00,60.2
2022-11-07 00:00:00,61.68
2022-11-08 00:00:00,64.15
2022-11-09 00:00:00,74.52
2022-11-10 00:00:00,102.61
2022-11-11 00:00:00,86.09
2022-11-12 00:00:00,92.65
2022-11-13 00:00:00,90.65
2022-11-14 00:00:00,94.26
2022-11-15 00:00:00,88.12
2022-11-16 00:00:00,82.59
2022-11-17 00:00:00,88.86
2022-11-18 00:00:00,78.14
2022-11-19 00:00:00,75.98
2022-11-20 00:00:00,72.67
2022-11-21 00:00:00,79.48
2022-11-22 00:00:00,81.43
2022-11-23 00:00:00,79.79
2022-11-24 00:00:00,75.29
2022-11-25 00:00:00,72.61
2022-11-26 00:00:00,65.76
2022-11-27 00:00:00,66.25
2022-11-28 00:00:00,67.72
2022-11-29 00:00:00,68.38
2022-11-30 00:00:00,65.67
2022-12-01 00:00:00,65.12
2022-12-02 00:00:00,61.36
2022-12-03 00:00:00,59.45
2022-12-04 00:00:00,61.43
2022-12-05 00:00:00,61.99
2022-12-06 00:00:00,60.03
2022-12-07 00:00:00,60.06
2022-12-08 00:00:00,62.82
2022-12-09 00:00:00,58.53
2022-12-10 00:00:00,62.01
2022-12-11 00:00:00,62.58
2022-12-12 00:00:00,64.95
2022-12-13 00:00:00,64.2
2022-12-14 00:00:00,62.24
2022-12-15 00:00:00,58.42
2022-12-16 00:00:00,60.02
2022-12-17 00:00:00,65.95
2022-12-18 00:00:00,64.8
2022-12-19 00:00:00,67.24
2022-12-20 00:00:00,65.51
2022-12-21 00:00:00,62.64
2022-12-22 00:00:00,61.77
2022-12-23 00:00:00,59.5
2022-12-24 00:00:00,57.44
2022-12-25 00:00:00,56.5
2022-12-26 00:00:00,57.14
2022-12-27 00:00:00,55.19
2022-12-28 00:00:00,56.54
2022-12-29 00:00:00,58.98
2022-12-30 00:00:00,56.21
2022-12-31 00:00:00,52.1
2023-01-01 00:00:00,49.99
2023-01-02 00:00:00,48.98
2023-01-03 00:00:00,52.04
2023-01-04 00:00:00,51.4
2023-01-05 00:00:00,48.3
2023-01-06 00:00:00,47.56
2023-01-07 00:00:00,45.12
2023-01-08 00:00:00,44.24
2023-01-09 00:00:00,45.38
2023-01-10 00:00:00,47.16
2023-01-11 00:00:00,47.49
2023-01-12 00:00:00,49.76
2023-01-13 00:00:00,54.05
2023-01-14 00:00:00,63.76
2023-01-15 00:00:00,78.17
2023-01-16 00:00:00,74.75
2023-01-17 00:00:00,69.18
2023-01-18 00:00:00,67.38
2023-01-19 00:00:00,66.94
2023-01-20 00:00:00,60.57
2023-01-21 00:00:00,63.3
2023-01-22 00:00:00,68.69
2023-01-23 00:00:00,66.26
2023-01-24 00:00:00,68.31
2023-01-25 00:00:00,64.96
2023-01-26 00:00:00,65.13
2023-01-27 00:00:00,60.85
2023-01-28 00:00:00,58.63
2023-01-29 00:00:00,57.88
2023-01-30 00:00:00,62.11
2023-01-31 00:00:00,59.57
2023-02-01 00:00:00,62.28
2023-02-02 00:00:00,61.8
2023-02-03 00:00:00,61.39
2023-02-04 00:00:00,57.82
2023-02-05 00:00:00,58.1
2023-02-06 00:00:00,58.94
2023-02-07 00:00:00,58.26
2023-02-08 00:00:00,56.91
2023-02-09 00:00:00,56.66
2023-02-10 00:00:00,56.94
2023-02-11 00:00:00,54.37
2023-02-12 00:00:00,52.48
2023-02-13 00:00:00,52.43
2023-02-14 00:00:00,54.82
2023-02-15 00:00:00,53.61
2023-02-16 00:00:00,57.45
2023-02-17 00:00:00,62.66
2023-02-18 00:00:00,65.55
2023-02-19 00:00:00,63.62
2023-02-20 00:00:00,64.84
2023-02-21 00:00:00,65.11
2023-02-22 00:00:00,65.93
2023-02-23 00:00:00,61.71
2023-02-24 00:00:00,59.24
2023-02-25 00:00:00,54.94
2023-02-26 00:00:00,55.1
2023-02-27 00:00:00,54.72
2023-02-28 00:00:00,54.14
2023-03-01 00:00:00,53.98
2023-03-02 00:00:00,58.26
2023-03-03 00:00:00,57.73
2023-03-04 00:00:00,56.15
2023-03-05 00:00:00,55.6
2023-03-06 00:00:00,55.11
2023-03-07 00:00:00,55.91
2023-03-08 00:00:00,55.52
2023-03-09 00:00:00,54.28
2023-03-10 00:00:00,57.55
2023-03-11 00:00:00,57.23
2023-03-12 00:00:00,62.58
2023-03-13 00:00:00,62.91
2023-03-14 00:00:00,67.35
2023-03-15 00:00:00,67.42
2023-03-16 00:00:00,68.68
2023-03-17 00:00:00,66.88
2023-03-18 00:00:00,71.13
2023-03-19 00:00:00,72.69
2023-03-20 00:00:00,79.23
2023-03-21 00:00:00,73.22
2023-03-22 00:00:00,75.04
2023-03-23 00:00:00,68.05
2023-03-24 00:00:00,71.27
2023-03-25 00:00:00,69.83
2023-03-26 00:00:00,66.0
2023-03-27 00:00:00,67.09
2023-03-28 00:00:00,66.42
2023-03-29 00:00:00,64.0
2023-03-30 00:00:00,68.71
2023-03-31 00:00:00,68.51
2023-04-01 00:00:00,62.38
2023-04-02 00:00:00,62.04
2023-04-03 00:00:00,63.4
2023-04-04 00:00:00,65.02
2023-04-05 00:00:00,63.44
2023-04-06 00:00:00,61.95
2023-04-07 00:00:00,60.86
2023-04-08 00:00:00,58.04
2023-04-09 00:00:00,58.47
2023-04-10 00:00:00,61.43
2023-04-11 00:00:00,65.61
2023-04-12 00:00:00,63.01
2023-04-13 00:00:00,59.25
2023-04-14 00:00:00,58.8
2023-04-15 00:00:00,56.32
2023-04-16 00:00:00,56.75
2023-04-17 00:00:00,59.41
2023-04-18 00:00:00,58.86
2023-04-19 00:00:00,58.66
2023-04-20 00:00:00,58.5
2023-04-21 00:00:00,58.9
2023-04-22 00:00:00,58.06
2023-04-23 00:00:00,58.1
2023-04-24 00:00:00,57.68
2023-04-25 00:00:00,56.28
2023-04-26 00:00:00,56.03
2023-04-27 00:00:00,58.95
2023-04-28 00:00:00,59.11
2023-04-29 00:00:00,53.97
2023-04-30 00:00:00,54.26
2023-05-01 00:00:00,56.7
2023-05-02 00:00:00,57.05
2023-05-03 00:00:00,57.39
2023-05-04 00:00:00,56.66
2023-05-05 00:00:00,56.26
2023-05-06 00:00:00,56.12
2023-05-07 00:00:00,55.68
2023-05-08 00:00:00,56.11
2023-05-09 00:00:00,55.47
2023-05-10 00:00:00,56.58
2023-05-11 00:00:00,55.64
2023-05-12 00:00:00,56.51
2023-05-13 00:00:00,56.0
2023-05-14 00:00:00,54.1
2023-05-15 00:00:00,53.5
2023-05-16 00:00:00,57.78
2023-05-17 00:00:00,56.26
2023-05-18 00:00:00,55.38
2023-05-19 00:00:00,52.57
2023-05-20 00:00:00,52.65
2023-05-21 00:00:00,52.37
2023-05-22 00:00:00,52.93
2023-05-23 00:00:00,53.32
2023-05-24 00:00:00,55.84
2023-05-25 00:00:00,58.38
2023-05-26 00:00:00,54.89
2023-05-27 00:00:00,51.43
2023-05-28 00:00:00,49.3
2023-05-29 00:00:00,55.23
2023-05-30 00:00:00,52.43
2023-05-31 00:00:00,50.48
2023-06-01 00:00:00,49.68
2023-06-02 00:00:00,47.97
2023-06-03 00:00:00,48.4
2023-06-04 00:00:00,46.47
2023-06-05 00:00:00,47.5
2023-06-06 00:00:00,46.36
2023-06-07 00:00:00,49.21
2023-06-08 00:00:00,50.38
2023-06-09 00:00:00,47.14
2023-06-10 00:00:00,46.19
2023-06-11 00:00:00,48.03
2023-06-12 00:00:00,47.73
2023-06-13 00:00:00,50.81
2023-06-14 00:00:00,49.75
2023-06-15 00:00:00,49.3
2023-06-16 00:00:00,51.26
2023-06-17 00:00:00,50.43
2023-06-18 00:00:00,47.74
2023-06-19 00:00:00,50.18
2023-06-20 00:00:00,49.8
2023-06-21 00:00:00,57.39
2023-06-22 00:00:00,60.75
2023-06-23 00:00:00,57.11
2023-06-24 00:00:00,57.74
2023-06-25 00:00:00,58.57
2023-06-26 00:00:00,59.39
2023-06-27 00:00:00,60.2
2023-06-28 00:00:00,61.0
2023-06-29 00:00:00,61.8
2023-06-30 00:00:00,62.61
2023-07-01 00:00:00,49.84
2023-07-02 00:00:00,49.97
2023-07-03 00:00:00,51.6
2023-07-04 00:00:00,53.23
2023-07-05 00:00:00,50.75
2023-07-06 00:00:00,49.49
2023-07-07 00:00:00,51.19
2023-07-08 00:00:00,47.94
2023-07-09 00:00:00,46.79
2023-07-10 00:00:00,46.59
2023-07-11 00:00:00,47.04
2023-07-12 00:00:00,46.95
2023-07-13 00:00:00,44.32
2023-07-14 00:00:00,49.0
2023-07-15 00:00:00,46.23
2023-07-16 00:00:00,47.08
2023-07-17 00:00:00,45.64
2023-07-18 00:00:00,46.57
2023-07-19 00:00:00,46.51
2023-07-20 00:00:00,44.51
2023-07-21 00:00:00,45.8
2023-07-22 00:00:00,43.0
2023-07-23 00:00:00,42.64
2023-07-24 00:00:00,42.84
2023-07-25 00:00:00,41.96
2023-07-26 00:00:00,40.89
2023-07-27 00:00:00,42.21
2023-07-28 00:00:00,39.8
2023-07-29 00:00:00,39.19
2023-07-30 00:00:00,38.64
2023-07-31 00:00:00,40.05
2023-08-01 00:00:00,40.18
2023-08-02 00:00:00,40.17
2023-08-03 00:00:00,39.91
2023-08-04 00:00:00,39.66
2023-08-05 00:00:00,37.86
2023-08-06 00:00:00,37.38
2023-08-07 00:00:00,37.25
2023-08-08 00:00:00,39.45
2023-08-09 00:00:00,43.8
2023-08-10 00:00:00,42.48
2023-08-11 00:00:00,40.33
2023-08-12 00:00:00,37.57
2023-08-13 00:00:00,36.8
2023-08-14 00:00:00,37.94
2023-08-15 00:00:00,38.48
2023-08-16 00:00:00,38.51
2023-08-17 00:00:00,40.16
2023-08-18 00:00:00,57.36
2023-08-19 00:00:00,47.7
2023-08-20 00:00:00,47.1
2023-08-21 00:00:00,46.86
2023-08-22 00:00:00,46.25
2023-08-23 00:00:00,45.6
2023-08-24 00:00:00,48.0
2023-08-25 00:00:00,45.19
2023-08-26 00:00:00,38.24
2023-08-27 00:00:00,37.35
2023-08-28 00:00:00,37.92
2023-08-29 00:00:00,38.29
2023-08-30 00:00:00,45.07
2023-08-31 00:00:00,42.17
2023-09-01 00:00:00,39.44
2023-09-02 00:00:00,38.34
2023-09-03 00:00:00,38.33
2023-09-04 00:00:00,40.31
2023-09-05 00:00:00,40.38
2023-09-06 00:00:00,41.57
2023-09-07 00:00:00,41.15
2023-09-08 00:00:00,42.17
2023-09-09 00:00:00,42.65
2023-09-10 00:00:00,42.41
2023-09-25 00:00:00,41.72
2023-09-26 00:00:00,41.98
2023-09-27 00:00:00,41.31
2023-09-28 00:00:00,38.65
2023-09-29 00:00:00,41.45
2023-09-30 00:00:00,36.03
2023-10-01 00:00:00,38.54
2023-10-02 00:00:00,39.76
2023-10-03 00:00:00,40.71
2023-10-04 00:00:00,40.17
2023-10-05 00:00:00,39.78
2023-10-06 00:00:00,38.95
2023-10-07 00:00:00,37.68
2023-10-08 00:00:00,40.12
2023-10-09 00:00:00,40.19
2023-10-10 00:00:00,39.4
2023-10-11 00:00:00,40.66
2023-10-12 00:00:00,39.9
2023-10-13 00:00:00,38.83
2023-10-14 00:00:00,38.67
2023-10-15 00:00:00,38.58
2023-10-16 00:00:00,40.36
2023-10-17 00:00:00,45.86
2023-10-18 00:00:00,44.99
2023-10-19 00:00:00,43.59
2023-10-20 00:00:00,43.15
2023-10-21 00:00:00,47.9
2023-10-22 00:00:00,50.2
2023-10-23 00:00:00,52.06
2023-10-24 00:00:00,59.37
2023-10-25 00:00:00,58.06
2023-10-26 00:00:00,59.41
2023-10-27 00:00:00,60.52
2023-10-28 00:00:00,51.47
2023-10-29 00:00:00,53.41
2023-10-30 00:00:00,57.64
2023-10-31 00:00:00,58.51
2023-11-01 00:00:00,59.01
2023-11-02 00:00:00,64.67
2023-11-03 00:00:00,65.27
2023-11-04 00:00:00,64.05
2023-11-05 00:00:00,67.3
2023-11-06 00:00:00,66.11
2023-11-07 00:00:00,62.92
2023-11-08 00:00:00,60.72
2023-11-09 00:00:00,62.57
2023-11-10 00:00:00,63.96
2023-11-11 00:00:00,62.59
2023-11-12 00:00:00,63.19
2023-11-13 00:00:00,63.09
2023-11-14 00:00:00,62.11
2023-11-15 00:00:00,62.27
2023-11-16 00:00:00,62.91
2023-11-17 00:00:00,63.97
2023-11-18 00:00:00,65.01
2023-11-19 00:00:00,66.03
2023-11-20 00:00:00,67.04
2023-11-21 00:00:00,68.04
2023-11-22 00:00:00,68.97
2023-11-23 00:00:00,69.05
2023-11-24 00:00:00,70.15
2023-11-25 00:00:00,57.23
2023-11-26 00:00:00,56.38
2023-11-27 00:00:00,58.36
2023-11-28 00:00:00,56.18
2023-11-29 00:00:00,55.89
2023-11-30 00:00:00,57.17
2023-12-01 00:00:00,54.72
2023-12-02 00:00:00,55.95
2023-12-03 00:00:00,57.24
2023-12-04 00:00:00,58.96
2023-12-05 00:00:00,59.84
2023-12-06 00:00:00,59.73
2023-12-07 00:00:00,58.75
2023-12-08 00:00:00,57.3
2023-12-09 00:00:00,58.28
2023-12-10 00:00:00,58.88
2023-12-11 00:00:00,59.82
2023-12-12 00:00:00,60.42
2023-12-13 00:00:00,58.37
2023-12-14 00:00:00,57.92
2023-12-15 00:00:00,58.47
2023-12-16 00:00:00,58.12
2023-12-17 00:00:00,58.44
2023-12-18 00:00:00,58.39
2023-12-19 00:00:00,59.88
2023-12-20 00:00:00,61.53
2023-12-21 00:00:00,61.78
2023-12-22 00:00:00,62.71
2023-12-23 00:00:00,61.66
2023-12-24 00:00:00,60.77
2023-12-25 00:00:00,62.14
2023-12-26 00:00:00,62.24
2023-12-27 00:00:00,63.41
2023-12-28 00:00:00,67.11
2023-12-29 00:00:00,67.61
2023-12-30 00:00:00,66.55
2023-12-31 00:00:00,66.99
2024-01-01 00:00:00,67.87
2024-01-02 00:00:00,69.98
2024-01-03 00:00:00,68.04
2024-01-04 00:00:00,69.55
2024-01-05 00:00:00,69.37
2024-01-06 00:00:00,71.02
2024-01-07 00:00:00,74.64
2024-01-08 00:00:00,75.63
2024-01-09 00:00:00,70.89
2024-01-10 00:00:00,67.53
2024-01-11 00:00:00,66.67
2024-01-12 00:00:00,61.39
2024-01-13 00:00:00,60.82
2024-01-14 00:00:00,58.89
2024-01-15 00:00:00,60.19
2024-01-16 00:00:00,59.48
2024-01-17 00:00:00,58.86
2024-01-18 00:00:00,54.75
2024-01-19 00:00:00,51.56
2024-01-20 00:00:00,50.7
2024-01-21 00:00:00,50.82
2024-01-22 00:00:00,50.77
2024-01-23 00:00:00,51.43
2024-01-24 00:00:00,51.21
2024-01-25 00:00:00,50.04
2024-01-26 00:00:00,48.04
2024-01-27 00:00:00,46.25
2024-01-28 00:00:00,45.57
2024-01-29 00:00:00,47.91
2024-01-30 00:00:00,48.19
2024-01-31 00:00:00,49.62
2024-02-01 00:00:00,48.98
2024-02-02 00:00:00,47.64
2024-02-03 00:00:00,45.42
2024-02-04 00:00:00,44.38
2024-02-05 00:00:00,45.31
2024-02-06 00:00:00,45.01
2024-02-07 00:00:00,45.28
2024-02-08 00:00:00,46.44
2024-02-09 00:00:00,47.71
2024-02-10 00:00:00,51.29
2024-02-11 00:00:00,53.55
2024-02-12 00:00:00,55.04
2024-02-13 00:00:00,58.33
2024-02-14 00:00:00,56.72
2024-02-15 00:00:00,59.61
2024-02-16 00:00:00,60.06
2024-02-17 00:00:00,60.43
2024-02-18 00:00:00,61.09
2024-02-19 00:00:00,61.76
2024-02-20 00:00:00,61.53
2024-02-21 00:00:00,60.32
2024-02-22 00:00:00,56.67
2024-02-23 00:00:00,57.91
2024-02-24 00:00:00,55.4
2024-02-25 00:00:00,57.6
2024-02-26 00:00:00,59.17
2024-02-27 00:00:00,58.79
2024-02-28 00:00:00,62.86
2024-02-29 00:00:00,71.6
2024-03-01 00:00:00,69.98
2024-03-02 00:00:00,69.17
2024-03-03 00:00:00,68.9
2024-03-04 00:00:00,75.56
2024-03-05 00:00:00,77.31
2024-03-06 00:00:00,78.43
2024-03-07 00:00:00,79.58
2024-03-08 00:00:00,74.78
2024-03-09 00:00:00,76.64
2024-03-10 00:00:00,79.36
2024-03-11 00:00:00,84.8
2024-03-12 00:00:00,86.26
2024-03-13 00:00:00,82.47
2024-03-14 00:00:00,81.16
2024-03-15 00:00:00,78.89
2024-03-16 00:00:00,80.88
2024-03-17 00:00:00,81.22
2024-03-18 00:00:00,80.25
2024-03-19 00:00:00,79.25
2024-03-20 00:00:00,82.19
2024-03-21 00:00:00,83.21
2024-03-22 00:00:00,80.9
2024-03-23 00:00:00,77.46
2024-03-24 00:00:00,78.15
2024-03-25 00:00:00,77.03
2024-03-26 00:00:00,80.85
2024-03-27 00:00:00,79.8
2024-03-28 00:00:00,79.36
2024-03-29 00:00:00,79.85
2024-03-30 00:00:00,76.66
2024-03-31 00:00:00,77.91
2024-04-01 00:00:00,79.49
2024-04-02 00:00:00,77.49
2024-04-03 00:00:00,77.88
2024-04-04 00:00:00,76.64
2024-04-05 00:00:00,75.29
2024-04-06 00:00:00,75.75
2024-04-07 00:00:00,75.75
2024-04-08 00:00:00,81.03
2024-04-09 00:00:00,79.82
2024-04-10 00:00:00,77.35
2024-04-11 00:00:00,76.2
2024-04-12 00:00:00,73.15
2024-04-13 00:00:00,71.1
2024-04-14 00:00:00,77.33
2024-04-15 00:00:00,75.62
2024-04-16 00:00:00,74.81
2024-04-17 00:00:00,74.98
2024-04-18 00:00:00,74.8
2024-04-19 00:00:00,73.54
2024-04-20 00:00:00,74.23
2024-04-21 00:00:00,75.62
2024-04-22 00:00:00,75.98
2024-04-23 00:00:00,73.31
2024-04-24 00:00:00,67.95
2024-04-25 00:00:00,63.32
2024-04-26 00:00:00,61.36
2024-04-27 00:00:00,57.92
2024-04-28 00:00:00,58.03
2024-04-29 00:00:00,59.8
2024-04-30 00:00:00,58.82
2024-05-01 00:00:00,63.2
2024-05-02 00:00:00,64.75
2024-05-03 00:00:00,61.15
2024-05-04 00:00:00,60.23
2024-05-05 00:00:00,60.82
2024-05-06 00:00:00,62.33
2024-05-07 00:00:00,59.84
2024-05-08 00:00:00,57.28
2024-05-09 00:00:00,58.83
2024-05-10 00:00:00,56.1
2024-05-11 00:00:00,57.81
2024-05-12 00:00:00,57.79
2024-05-13 00:00:00,57.93
2024-05-14 00:00:00,59.48
2024-05-15 00:00:00,59.16
2024-05-16 00:00:00,62.08
2024-05-17 00:00:00,62.38
2024-05-18 00:00:00,60.53
2024-05-19 00:00:00,62.16
2024-05-20 00:00:00,62.16
2024-05-21 00:00:00,66.58
2024-05-22 00:00:00,62.6
2024-05-23 00:00:00,60.68
2024-05-24 00:00:00,57.2
2024-05-25 00:00:00,56.12
2024-05-26 00:00:00,55.51
2024-05-27 00:00:00,56.95
2024-05-28 00:00:00,56.77
2024-05-29 00:00:00,57.63
2024-05-30 00:00:00,55.77
2024-05-31 00:00:00,55.92
2024-06-01 00:00:00,54.56
2024-06-02 00:00:00,53.47
2024-06-03 00:00:00,53.93
2024-06-04 00:00:00,55.11
2024-06-05 00:00:00,55.99
2024-06-06 00:00:00,57.91
2024-06-07 00:00:00,54.77
2024-06-08 00:00:00,52.65
2024-06-09 00:00:00,52.5
2024-06-10 00:00:00,53.9
2024-06-11 00:00:00,53.53
2024-06-12 00:00:00,55.42
2024-06-13 00:00:00,53.42
2024-06-14 00:00:00,52.73
2024-06-15 00:00:00,51.49
2024-06-16 00:00:00,51.37
2024-06-17 00:00:00,50.97
2024-06-18 00:00:00,51.78
2024-06-19 00:00:00,52.77
2024-06-20 00:00:00,51.58
2024-06-21 00:00:00,52.22
2024-06-22 00:00:00,50.49
2024-06-23 00:00:00,50.13
2024-06-24 00:00:00,50.98
2024-06-25 00:00:00,53.54
2024-06-26 00:00:00,50.65
2024-06-27 00:00:00,49.67
2024-06-28 00:00:00,50.01
2024-06-29 00:00:00,47.76
2024-06-30 00:00:00,45.82
2024-07-01 00:00:00,47.38
2024-07-02 00:00:00,47.13
2024-07-03 00:00:00,44.64
2024-07-04 00:00:00,46.88
2024-07-05 00:00:00,49.87
2024-07-06 00:00:00,51.39
2024-07-07 00:00:00,50.32
2024-07-08 00:00:00,53.57
2024-07-09 00:00:00,53.41
2024-07-10 00:00:00,51.97
2024-07-11 00:00:00,51.15
2024-07-12 00:00:00,50.65
2024-07-13 00:00:00,48.65
2024-07-14 00:00:00,51.05
2024-07-15 00:00:00,51.56
2024-07-16 00:00:00,56.14
2024-07-17 00:00:00,58.59
2024-07-18 00:00:00,60.68
2024-07-19 00:00:00,60.44
2024-07-20 00:00:00,63.51
2024-07-21 00:00:00,65.74
2024-07-22 00:00:00,68.92
2024-07-23 00:00:00,70.73
2024-07-24 00:00:00,67.65
2024-07-25 00:00:00,63.94
2024-07-26 00:00:00,64.32
2024-07-27 00:00:00,62.28
2024-07-28 00:00:00,57.54
2024-07-29 00:00:00,54.93
2024-07-30 00:00:00,54.14
2024-07-31 00:00:00,53.68
2024-08-01 00:00:00,51.75
